"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|BE","23.07.2023 18:00 - 23.07.2023 19:00 (CET/CEST)","518","2055","1172"
"BZN|BE","23.07.2023 19:00 - 23.07.2023 20:00 (CET/CEST)","203","1999","1053"
"BZN|BE","23.07.2023 20:00 - 23.07.2023 21:00 (CET/CEST)","55","2013","897"
"BZN|BE","23.07.2023 21:00 - 23.07.2023 22:00 (CET/CEST)","15","1910","713"
"BZN|BE","23.07.2023 22:00 - 23.07.2023 23:00 (CET/CEST)","0","1916","578"
"BZN|BE","23.07.2023 23:00 - 24.07.2023 00:00 (CET/CEST)","0","1745","604"
"BZN|BE","24.07.2023 00:00 - 24.07.2023 01:00 (CET/CEST)","0","1562","695"
"BZN|BE","24.07.2023 01:00 - 24.07.2023 02:00 (CET/CEST)","0","1346","691"
"BZN|BE","24.07.2023 02:00 - 24.07.2023 03:00 (CET/CEST)","0","1394","654"
"BZN|BE","24.07.2023 03:00 - 24.07.2023 04:00 (CET/CEST)","0","1218","735"
"BZN|BE","24.07.2023 04:00 - 24.07.2023 05:00 (CET/CEST)","0","1092","627"
"BZN|BE","24.07.2023 05:00 - 24.07.2023 06:00 (CET/CEST)","0","1040","643"
"BZN|BE","24.07.2023 06:00 - 24.07.2023 07:00 (CET/CEST)","57","960","656"
"BZN|BE","24.07.2023 07:00 - 24.07.2023 08:00 (CET/CEST)","374","588","565"
"BZN|BE","24.07.2023 08:00 - 24.07.2023 09:00 (CET/CEST)","745","437","336"
"BZN|BE","24.07.2023 09:00 - 24.07.2023 10:00 (CET/CEST)","1290","294","217"
"BZN|BE","24.07.2023 10:00 - 24.07.2023 11:00 (CET/CEST)","1724","188","250"
"BZN|BE","24.07.2023 11:00 - 24.07.2023 12:00 (CET/CEST)","1808","310","413"
"BZN|BE","24.07.2023 12:00 - 24.07.2023 13:00 (CET/CEST)","2241","305","508"
"BZN|BE","24.07.2023 13:00 - 24.07.2023 14:00 (CET/CEST)","2824","465","391"
"BZN|BE","24.07.2023 14:00 - 24.07.2023 15:00 (CET/CEST)","2776","729","353"
"BZN|BE","24.07.2023 15:00 - 24.07.2023 16:00 (CET/CEST)","2518","643","435"
"BZN|BE","24.07.2023 16:00 - 24.07.2023 17:00 (CET/CEST)","2266","536","620"
"BZN|BE","24.07.2023 17:00 - 24.07.2023 18:00 (CET/CEST)","1825","461","784"
"BZN|BE","24.07.2023 18:00 - 24.07.2023 19:00 (CET/CEST)","1181","497","632"
"BZN|BE","24.07.2023 19:00 - 24.07.2023 20:00 (CET/CEST)","689","486","393"
"BZN|BE","24.07.2023 20:00 - 24.07.2023 21:00 (CET/CEST)","270","425","233"
"BZN|BE","24.07.2023 21:00 - 24.07.2023 22:00 (CET/CEST)","16","399","185"
"BZN|BE","24.07.2023 22:00 - 24.07.2023 23:00 (CET/CEST)","0","272","186"
"BZN|BE","24.07.2023 23:00 - 25.07.2023 00:00 (CET/CEST)","0","304","161"
"BZN|BE","25.07.2023 00:00 - 25.07.2023 01:00 (CET/CEST)","0","295","111"
"BZN|BE","25.07.2023 01:00 - 25.07.2023 02:00 (CET/CEST)","0","250","109"
"BZN|BE","25.07.2023 02:00 - 25.07.2023 03:00 (CET/CEST)","0","219","155"
"BZN|BE","25.07.2023 03:00 - 25.07.2023 04:00 (CET/CEST)","0","168","161"
"BZN|BE","25.07.2023 04:00 - 25.07.2023 05:00 (CET/CEST)","0","140","155"
"BZN|BE","25.07.2023 05:00 - 25.07.2023 06:00 (CET/CEST)","0","219","204"
"BZN|BE","25.07.2023 06:00 - 25.07.2023 07:00 (CET/CEST)","41","232","223"
"BZN|BE","25.07.2023 07:00 - 25.07.2023 08:00 (CET/CEST)","291","259","200"
"BZN|BE","25.07.2023 08:00 - 25.07.2023 09:00 (CET/CEST)","704","267","173"
"BZN|BE","25.07.2023 09:00 - 25.07.2023 10:00 (CET/CEST)","1223","321","135"
"BZN|BE","25.07.2023 10:00 - 25.07.2023 11:00 (CET/CEST)","1658","366","167"
"BZN|BE","25.07.2023 11:00 - 25.07.2023 12:00 (CET/CEST)","2321","280","217"
"BZN|BE","25.07.2023 12:00 - 25.07.2023 13:00 (CET/CEST)","2955","157","237"
"BZN|BE","25.07.2023 13:00 - 25.07.2023 14:00 (CET/CEST)","3328","89","248"
"BZN|BE","25.07.2023 14:00 - 25.07.2023 15:00 (CET/CEST)","3709","5","290"
"BZN|BE","25.07.2023 15:00 - 25.07.2023 16:00 (CET/CEST)","3563","5","304"
"BZN|BE","25.07.2023 16:00 - 25.07.2023 17:00 (CET/CEST)","3295","14","308"
"BZN|BE","25.07.2023 17:00 - 25.07.2023 18:00 (CET/CEST)","2540","91","304"
"BZN|BE","25.07.2023 18:00 - 25.07.2023 19:00 (CET/CEST)","1538","193","279"
"BZN|BE","25.07.2023 19:00 - 25.07.2023 20:00 (CET/CEST)","799","183","292"
"BZN|BE","25.07.2023 20:00 - 25.07.2023 21:00 (CET/CEST)","228","178","212"
"BZN|BE","25.07.2023 21:00 - 25.07.2023 22:00 (CET/CEST)","11","142","214"
"BZN|BE","25.07.2023 22:00 - 25.07.2023 23:00 (CET/CEST)","0","20","165"
"BZN|BE","25.07.2023 23:00 - 26.07.2023 00:00 (CET/CEST)","0","123","171"
"BZN|BE","26.07.2023 00:00 - 26.07.2023 01:00 (CET/CEST)","0","188","199"
"BZN|BE","26.07.2023 01:00 - 26.07.2023 02:00 (CET/CEST)","0","182","224"
"BZN|BE","26.07.2023 02:00 - 26.07.2023 03:00 (CET/CEST)","0","139","293"
"BZN|BE","26.07.2023 03:00 - 26.07.2023 04:00 (CET/CEST)","0","143","350"
"BZN|BE","26.07.2023 04:00 - 26.07.2023 05:00 (CET/CEST)","0","336","409"
"BZN|BE","26.07.2023 05:00 - 26.07.2023 06:00 (CET/CEST)","0","496","424"
"BZN|BE","26.07.2023 06:00 - 26.07.2023 07:00 (CET/CEST)","81","465","378"
"BZN|BE","26.07.2023 07:00 - 26.07.2023 08:00 (CET/CEST)","512","376","366"
"BZN|BE","26.07.2023 08:00 - 26.07.2023 09:00 (CET/CEST)","1233","319","298"
"BZN|BE","26.07.2023 09:00 - 26.07.2023 10:00 (CET/CEST)","2039","248","233"
"BZN|BE","26.07.2023 10:00 - 26.07.2023 11:00 (CET/CEST)","2497","207","274"
"BZN|BE","26.07.2023 11:00 - 26.07.2023 12:00 (CET/CEST)","2931","176","403"
"BZN|BE","26.07.2023 12:00 - 26.07.2023 13:00 (CET/CEST)","3385","120","446"
"BZN|BE","26.07.2023 13:00 - 26.07.2023 14:00 (CET/CEST)","3371","145","436"
"BZN|BE","26.07.2023 14:00 - 26.07.2023 15:00 (CET/CEST)","3288","61","471"
"BZN|BE","26.07.2023 15:00 - 26.07.2023 16:00 (CET/CEST)","3263","17","481"
"BZN|BE","26.07.2023 16:00 - 26.07.2023 17:00 (CET/CEST)","2817","17","457"
"BZN|BE","26.07.2023 17:00 - 26.07.2023 18:00 (CET/CEST)","2257","92","376"
"BZN|BE","26.07.2023 18:00 - 26.07.2023 19:00 (CET/CEST)","1541","725","301"
"BZN|BE","26.07.2023 19:00 - 26.07.2023 20:00 (CET/CEST)","803","1225","242"
"BZN|BE","26.07.2023 20:00 - 26.07.2023 21:00 (CET/CEST)","246","1285","192"
"BZN|BE","26.07.2023 21:00 - 26.07.2023 22:00 (CET/CEST)","14","1527","247"
"BZN|BE","26.07.2023 22:00 - 26.07.2023 23:00 (CET/CEST)","0","1567","339"
"BZN|BE","26.07.2023 23:00 - 27.07.2023 00:00 (CET/CEST)","0","983","346"
"BZN|BE","27.07.2023 00:00 - 27.07.2023 01:00 (CET/CEST)","0","482","425"
"BZN|BE","27.07.2023 01:00 - 27.07.2023 02:00 (CET/CEST)","0","517","502"
"BZN|BE","27.07.2023 02:00 - 27.07.2023 03:00 (CET/CEST)","0","1254","535"
"BZN|BE","27.07.2023 03:00 - 27.07.2023 04:00 (CET/CEST)","0","1821","721"
"BZN|BE","27.07.2023 04:00 - 27.07.2023 05:00 (CET/CEST)","0","1698","1063"
"BZN|BE","27.07.2023 05:00 - 27.07.2023 06:00 (CET/CEST)","0","1981","1189"
"BZN|BE","27.07.2023 06:00 - 27.07.2023 07:00 (CET/CEST)","13","1991","1233"
"BZN|BE","27.07.2023 07:00 - 27.07.2023 08:00 (CET/CEST)","92","2061","1261"
"BZN|BE","27.07.2023 08:00 - 27.07.2023 09:00 (CET/CEST)","244","2075","1295"
"BZN|BE","27.07.2023 09:00 - 27.07.2023 10:00 (CET/CEST)","391","2053","1444"
"BZN|BE","27.07.2023 10:00 - 27.07.2023 11:00 (CET/CEST)","594","2037","1516"
"BZN|BE","27.07.2023 11:00 - 27.07.2023 12:00 (CET/CEST)","781","1962","1508"
"BZN|BE","27.07.2023 12:00 - 27.07.2023 13:00 (CET/CEST)","1119","2044","1515"
"BZN|BE","27.07.2023 13:00 - 27.07.2023 14:00 (CET/CEST)","1212","2059","1596"
"BZN|BE","27.07.2023 14:00 - 27.07.2023 15:00 (CET/CEST)","1102","2065","1615"
"BZN|BE","27.07.2023 15:00 - 27.07.2023 16:00 (CET/CEST)","1055","2075","1514"
"BZN|BE","27.07.2023 16:00 - 27.07.2023 17:00 (CET/CEST)","785","2057","1433"
"BZN|BE","27.07.2023 17:00 - 27.07.2023 18:00 (CET/CEST)","587","2047","1526"
"BZN|BE","27.07.2023 18:00 - 27.07.2023 19:00 (CET/CEST)","347","2090","1626"
"BZN|BE","27.07.2023 19:00 - 27.07.2023 20:00 (CET/CEST)","162","2081","1488"
"BZN|BE","27.07.2023 20:00 - 27.07.2023 21:00 (CET/CEST)","56","2073","1241"
"BZN|BE","27.07.2023 21:00 - 27.07.2023 22:00 (CET/CEST)","2","2019","1064"
"BZN|BE","27.07.2023 22:00 - 27.07.2023 23:00 (CET/CEST)","0","1911","1016"
"BZN|BE","27.07.2023 23:00 - 28.07.2023 00:00 (CET/CEST)","0","1783","1000"
"BZN|BE","28.07.2023 00:00 - 28.07.2023 01:00 (CET/CEST)","0","1534","942"
"BZN|BE","28.07.2023 01:00 - 28.07.2023 02:00 (CET/CEST)","0","1488","907"
"BZN|BE","28.07.2023 02:00 - 28.07.2023 03:00 (CET/CEST)","0","1342","876"
"BZN|BE","28.07.2023 03:00 - 28.07.2023 04:00 (CET/CEST)","0","1062","742"
"BZN|BE","28.07.2023 04:00 - 28.07.2023 05:00 (CET/CEST)","0","807","614"
"BZN|BE","28.07.2023 05:00 - 28.07.2023 06:00 (CET/CEST)","0","700","498"
"BZN|BE","28.07.2023 06:00 - 28.07.2023 07:00 (CET/CEST)","30","757","458"
"BZN|BE","28.07.2023 07:00 - 28.07.2023 08:00 (CET/CEST)","163","749","430"
"BZN|BE","28.07.2023 08:00 - 28.07.2023 09:00 (CET/CEST)","366","640","378"
"BZN|BE","28.07.2023 09:00 - 28.07.2023 10:00 (CET/CEST)","719","722","319"
"BZN|BE","28.07.2023 10:00 - 28.07.2023 11:00 (CET/CEST)","1262","737","308"
"BZN|BE","28.07.2023 11:00 - 28.07.2023 12:00 (CET/CEST)","1663","607","356"
"BZN|BE","28.07.2023 12:00 - 28.07.2023 13:00 (CET/CEST)","1827","554","378"
"BZN|BE","28.07.2023 13:00 - 28.07.2023 14:00 (CET/CEST)","1860","813","394"
"BZN|BE","28.07.2023 14:00 - 28.07.2023 15:00 (CET/CEST)","1895","639","390"
"BZN|BE","28.07.2023 15:00 - 28.07.2023 16:00 (CET/CEST)","1891","574","346"
"BZN|BE","28.07.2023 16:00 - 28.07.2023 17:00 (CET/CEST)","1867","871","330"
"BZN|BE","28.07.2023 17:00 - 28.07.2023 18:00 (CET/CEST)","2451","1090","299"
"BZN|BE","28.07.2023 18:00 - 28.07.2023 19:00 (CET/CEST)","1581","1200","350"
"BZN|BE","28.07.2023 19:00 - 28.07.2023 20:00 (CET/CEST)","817","1084","409"
"BZN|BE","28.07.2023 20:00 - 28.07.2023 21:00 (CET/CEST)","288","927","285"
"BZN|BE","28.07.2023 21:00 - 28.07.2023 22:00 (CET/CEST)","11","1315","243"
"BZN|BE","28.07.2023 22:00 - 28.07.2023 23:00 (CET/CEST)","0","1527","247"
"BZN|BE","28.07.2023 23:00 - 29.07.2023 00:00 (CET/CEST)","0","1536","292"
"BZN|BE","29.07.2023 00:00 - 29.07.2023 01:00 (CET/CEST)","0","1352","300"
"BZN|BE","29.07.2023 01:00 - 29.07.2023 02:00 (CET/CEST)","0","1262","303"
"BZN|BE","29.07.2023 02:00 - 29.07.2023 03:00 (CET/CEST)","0","1146","332"
"BZN|BE","29.07.2023 03:00 - 29.07.2023 04:00 (CET/CEST)","0","797","307"
"BZN|BE","29.07.2023 04:00 - 29.07.2023 05:00 (CET/CEST)","0","1363","356"
"BZN|BE","29.07.2023 05:00 - 29.07.2023 06:00 (CET/CEST)","0","1491","366"
"BZN|BE","29.07.2023 06:00 - 29.07.2023 07:00 (CET/CEST)","30","1755","369"
"BZN|BE","29.07.2023 07:00 - 29.07.2023 08:00 (CET/CEST)","402","1655","364"
"BZN|BE","29.07.2023 08:00 - 29.07.2023 09:00 (CET/CEST)","949","1283","349"
"BZN|BE","29.07.2023 09:00 - 29.07.2023 10:00 (CET/CEST)","1550","1050","299"
"BZN|BE","29.07.2023 10:00 - 29.07.2023 11:00 (CET/CEST)","2142","755","328"
"BZN|BE","29.07.2023 11:00 - 29.07.2023 12:00 (CET/CEST)","2220","853","510"
"BZN|BE","29.07.2023 12:00 - 29.07.2023 13:00 (CET/CEST)","2394","1198","705"
"BZN|BE","29.07.2023 13:00 - 29.07.2023 14:00 (CET/CEST)","2707","1069","862"
"BZN|BE","29.07.2023 14:00 - 29.07.2023 15:00 (CET/CEST)","3120","1295","898"
"BZN|BE","29.07.2023 15:00 - 29.07.2023 16:00 (CET/CEST)","3097","1843","942"
"BZN|BE","29.07.2023 16:00 - 29.07.2023 17:00 (CET/CEST)","2919","1915","907"
"BZN|BE","29.07.2023 17:00 - 29.07.2023 18:00 (CET/CEST)","2511","1914","989"
"BZN|BE","29.07.2023 18:00 - 29.07.2023 19:00 (CET/CEST)","1904","1975","1020"
"BZN|BE","29.07.2023 19:00 - 29.07.2023 20:00 (CET/CEST)","1092","2016","832"
"BZN|BE","29.07.2023 20:00 - 29.07.2023 21:00 (CET/CEST)","418","2031","710"
"BZN|BE","29.07.2023 21:00 - 29.07.2023 22:00 (CET/CEST)","36","2019","638"
"BZN|BE","29.07.2023 22:00 - 29.07.2023 23:00 (CET/CEST)","0","2036","619"
"BZN|BE","29.07.2023 23:00 - 30.07.2023 00:00 (CET/CEST)","0","1990","721"
"BZN|BE","30.07.2023 00:00 - 30.07.2023 01:00 (CET/CEST)","0","1933","765"
"BZN|BE","30.07.2023 01:00 - 30.07.2023 02:00 (CET/CEST)","0","1794","723"
"BZN|BE","30.07.2023 02:00 - 30.07.2023 03:00 (CET/CEST)","0","1575","762"
"BZN|BE","30.07.2023 03:00 - 30.07.2023 04:00 (CET/CEST)","0","1091","782"
"BZN|BE","30.07.2023 04:00 - 30.07.2023 05:00 (CET/CEST)","0","880","796"
"BZN|BE","30.07.2023 05:00 - 30.07.2023 06:00 (CET/CEST)","0","1257","771"
"BZN|BE","30.07.2023 06:00 - 30.07.2023 07:00 (CET/CEST)","50","1758","732"
"BZN|BE","30.07.2023 07:00 - 30.07.2023 08:00 (CET/CEST)","324","1908","889"
"BZN|BE","30.07.2023 08:00 - 30.07.2023 09:00 (CET/CEST)","770","1820","971"
"BZN|BE","30.07.2023 09:00 - 30.07.2023 10:00 (CET/CEST)","1468","1807","1138"
"BZN|BE","30.07.2023 10:00 - 30.07.2023 11:00 (CET/CEST)","2305","1725","1335"
"BZN|BE","30.07.2023 11:00 - 30.07.2023 12:00 (CET/CEST)","2797","1863","1266"
"BZN|BE","30.07.2023 12:00 - 30.07.2023 13:00 (CET/CEST)","3124","1647","1517"
"BZN|BE","30.07.2023 13:00 - 30.07.2023 14:00 (CET/CEST)","3649","1432","1242"
"BZN|BE","30.07.2023 14:00 - 30.07.2023 15:00 (CET/CEST)","3863","1094","1171"
"BZN|BE","30.07.2023 15:00 - 30.07.2023 16:00 (CET/CEST)","3380","1174","1110"
"BZN|BE","30.07.2023 16:00 - 30.07.2023 17:00 (CET/CEST)","2226","1694","1269"
"BZN|BE","30.07.2023 17:00 - 30.07.2023 18:00 (CET/CEST)","898","2002","1349"
"BZN|BE","30.07.2023 18:00 - 30.07.2023 19:00 (CET/CEST)","381","1980","1268"
"BZN|BE","30.07.2023 19:00 - 30.07.2023 20:00 (CET/CEST)","195","1169","1237"
"BZN|BE","30.07.2023 20:00 - 30.07.2023 21:00 (CET/CEST)","55","917","1331"
"BZN|BE","30.07.2023 21:00 - 30.07.2023 22:00 (CET/CEST)","1","1860","1549"
"BZN|BE","30.07.2023 22:00 - 30.07.2023 23:00 (CET/CEST)","0","1936","1626"
"BZN|BE","30.07.2023 23:00 - 31.07.2023 00:00 (CET/CEST)","0","2016","1654"
"BZN|BE","31.07.2023 00:00 - 31.07.2023 01:00 (CET/CEST)","0","1826","1514"
"BZN|BE","31.07.2023 01:00 - 31.07.2023 02:00 (CET/CEST)","0","2005","1424"
"BZN|BE","31.07.2023 02:00 - 31.07.2023 03:00 (CET/CEST)","0","1991","1410"
"BZN|BE","31.07.2023 03:00 - 31.07.2023 04:00 (CET/CEST)","0","2067","1382"
"BZN|BE","31.07.2023 04:00 - 31.07.2023 05:00 (CET/CEST)","0","2093","1316"
"BZN|BE","31.07.2023 05:00 - 31.07.2023 06:00 (CET/CEST)","0","2077","1339"
"BZN|BE","31.07.2023 06:00 - 31.07.2023 07:00 (CET/CEST)","8","2085","1413"
"BZN|BE","31.07.2023 07:00 - 31.07.2023 08:00 (CET/CEST)","99","2067","1551"
"BZN|BE","31.07.2023 08:00 - 31.07.2023 09:00 (CET/CEST)","354","2090","1619"
"BZN|BE","31.07.2023 09:00 - 31.07.2023 10:00 (CET/CEST)","683","2066","1691"
"BZN|BE","31.07.2023 10:00 - 31.07.2023 11:00 (CET/CEST)","999","2069","1649"
"BZN|BE","31.07.2023 11:00 - 31.07.2023 12:00 (CET/CEST)","1201","2014","1687"
"BZN|BE","31.07.2023 12:00 - 31.07.2023 13:00 (CET/CEST)","1232","2094","1597"
"BZN|BE","31.07.2023 13:00 - 31.07.2023 14:00 (CET/CEST)","1145","2084","1641"
"BZN|BE","31.07.2023 14:00 - 31.07.2023 15:00 (CET/CEST)","1081","1929","1606"
"BZN|BE","31.07.2023 15:00 - 31.07.2023 16:00 (CET/CEST)","760","2061","1654"
"BZN|BE","31.07.2023 16:00 - 31.07.2023 17:00 (CET/CEST)","545","2080","1682"
"BZN|BE","31.07.2023 17:00 - 31.07.2023 18:00 (CET/CEST)","383","2060","1687"
"BZN|BE","31.07.2023 18:00 - 31.07.2023 19:00 (CET/CEST)","221","1906","1740"
"BZN|BE","31.07.2023 19:00 - 31.07.2023 20:00 (CET/CEST)","119","1860","1659"
"BZN|BE","31.07.2023 20:00 - 31.07.2023 21:00 (CET/CEST)","57","1706","1482"
"BZN|BE","31.07.2023 21:00 - 31.07.2023 22:00 (CET/CEST)","3","1539","1329"
"BZN|BE","31.07.2023 22:00 - 31.07.2023 23:00 (CET/CEST)","0","1317","1151"
"BZN|BE","31.07.2023 23:00 - 01.08.2023 00:00 (CET/CEST)","0","1140","1043"
"BZN|BE","01.08.2023 00:00 - 01.08.2023 01:00 (CET/CEST)","0","1386","981"
"BZN|BE","01.08.2023 01:00 - 01.08.2023 02:00 (CET/CEST)","0","1453","1004"
"BZN|BE","01.08.2023 02:00 - 01.08.2023 03:00 (CET/CEST)","0","1583","928"
"BZN|BE","01.08.2023 03:00 - 01.08.2023 04:00 (CET/CEST)","0","1842","840"
"BZN|BE","01.08.2023 04:00 - 01.08.2023 05:00 (CET/CEST)","0","1809","763"
"BZN|BE","01.08.2023 05:00 - 01.08.2023 06:00 (CET/CEST)","0","1840","775"
"BZN|BE","01.08.2023 06:00 - 01.08.2023 07:00 (CET/CEST)","37","1812","824"
"BZN|BE","01.08.2023 07:00 - 01.08.2023 08:00 (CET/CEST)","328","1822","939"
"BZN|BE","01.08.2023 08:00 - 01.08.2023 09:00 (CET/CEST)","824","1886","1036"
"BZN|BE","01.08.2023 09:00 - 01.08.2023 10:00 (CET/CEST)","1518","1758","1038"
"BZN|BE","01.08.2023 10:00 - 01.08.2023 11:00 (CET/CEST)","2422","1583","1021"
"BZN|BE","01.08.2023 11:00 - 01.08.2023 12:00 (CET/CEST)","3144","1509","1089"
"BZN|BE","01.08.2023 12:00 - 01.08.2023 13:00 (CET/CEST)","3323","1607","1177"
"BZN|BE","01.08.2023 13:00 - 01.08.2023 14:00 (CET/CEST)","3232","1610","1263"
"BZN|BE","01.08.2023 14:00 - 01.08.2023 15:00 (CET/CEST)","2918","1513","1399"
"BZN|BE","01.08.2023 15:00 - 01.08.2023 16:00 (CET/CEST)","2239","1181","1442"
"BZN|BE","01.08.2023 16:00 - 01.08.2023 17:00 (CET/CEST)","1704","1309","1475"
"BZN|BE","01.08.2023 17:00 - 01.08.2023 18:00 (CET/CEST)","1323","1373","1279"
"BZN|BE","01.08.2023 18:00 - 01.08.2023 19:00 (CET/CEST)","1064","1196","1057"
"BZN|BE","01.08.2023 19:00 - 01.08.2023 20:00 (CET/CEST)","703","1336","759"
"BZN|BE","01.08.2023 20:00 - 01.08.2023 21:00 (CET/CEST)","213","1417","635"
"BZN|BE","01.08.2023 21:00 - 01.08.2023 22:00 (CET/CEST)","7","1554","630"
"BZN|BE","01.08.2023 22:00 - 01.08.2023 23:00 (CET/CEST)","0","1698","603"
"BZN|BE","01.08.2023 23:00 - 02.08.2023 00:00 (CET/CEST)","0","1649","557"
"BZN|BE","02.08.2023 00:00 - 02.08.2023 01:00 (CET/CEST)","0","1142","531"
"BZN|BE","02.08.2023 01:00 - 02.08.2023 02:00 (CET/CEST)","0","1213","527"
"BZN|BE","02.08.2023 02:00 - 02.08.2023 03:00 (CET/CEST)","0","920","577"
"BZN|BE","02.08.2023 03:00 - 02.08.2023 04:00 (CET/CEST)","0","875","610"
"BZN|BE","02.08.2023 04:00 - 02.08.2023 05:00 (CET/CEST)","0","661","714"
"BZN|BE","02.08.2023 05:00 - 02.08.2023 06:00 (CET/CEST)","0","1182","759"
"BZN|BE","02.08.2023 06:00 - 02.08.2023 07:00 (CET/CEST)","2","1246","1052"
"BZN|BE","02.08.2023 07:00 - 02.08.2023 08:00 (CET/CEST)","84","1541","1333"
"BZN|BE","02.08.2023 08:00 - 02.08.2023 09:00 (CET/CEST)","397","2013","1473"
"BZN|BE","02.08.2023 09:00 - 02.08.2023 10:00 (CET/CEST)","1010","2038","1373"
"BZN|BE","02.08.2023 10:00 - 02.08.2023 11:00 (CET/CEST)","1635","2061","1191"
"BZN|BE","02.08.2023 11:00 - 02.08.2023 12:00 (CET/CEST)","2363","2070","1497"
"BZN|BE","02.08.2023 12:00 - 02.08.2023 13:00 (CET/CEST)","3047","2019","1737"
"BZN|BE","02.08.2023 13:00 - 02.08.2023 14:00 (CET/CEST)","3863","1661","1489"
"BZN|BE","02.08.2023 14:00 - 02.08.2023 15:00 (CET/CEST)","3940","1416","1390"
"BZN|BE","02.08.2023 15:00 - 02.08.2023 16:00 (CET/CEST)","3020","1911","1628"
"BZN|BE","02.08.2023 16:00 - 02.08.2023 17:00 (CET/CEST)","2391","1803","1407"
"BZN|BE","02.08.2023 17:00 - 02.08.2023 18:00 (CET/CEST)","1680","2005","1373"
"BZN|BE","02.08.2023 18:00 - 02.08.2023 19:00 (CET/CEST)","900","2052","1487"
"BZN|BE","02.08.2023 19:00 - 02.08.2023 20:00 (CET/CEST)","391","2022","1679"
"BZN|BE","02.08.2023 20:00 - 02.08.2023 21:00 (CET/CEST)","103","1981","1900"
"BZN|BE","02.08.2023 21:00 - 02.08.2023 22:00 (CET/CEST)","1","2035","2012"
"BZN|BE","02.08.2023 22:00 - 02.08.2023 23:00 (CET/CEST)","0","1815","2080"
"BZN|BE","02.08.2023 23:00 - 03.08.2023 00:00 (CET/CEST)","0","1814","2108"
"BZN|BE","03.08.2023 00:00 - 03.08.2023 01:00 (CET/CEST)","0","1906","2075"
"BZN|BE","03.08.2023 01:00 - 03.08.2023 02:00 (CET/CEST)","0","1951","2089"
"BZN|BE","03.08.2023 02:00 - 03.08.2023 03:00 (CET/CEST)","0","1925","1948"
"BZN|BE","03.08.2023 03:00 - 03.08.2023 04:00 (CET/CEST)","0","1810","1858"
"BZN|BE","03.08.2023 04:00 - 03.08.2023 05:00 (CET/CEST)","0","1912","1888"
"BZN|BE","03.08.2023 05:00 - 03.08.2023 06:00 (CET/CEST)","0","1910","1813"
"BZN|BE","03.08.2023 06:00 - 03.08.2023 07:00 (CET/CEST)","9","1926","1800"
"BZN|BE","03.08.2023 07:00 - 03.08.2023 08:00 (CET/CEST)","145","1934","1777"
"BZN|BE","03.08.2023 08:00 - 03.08.2023 09:00 (CET/CEST)","460","1947","1740"
"BZN|BE","03.08.2023 09:00 - 03.08.2023 10:00 (CET/CEST)","985","1836","1490"
"BZN|BE","03.08.2023 10:00 - 03.08.2023 11:00 (CET/CEST)","1445","1560","1213"
"BZN|BE","03.08.2023 11:00 - 03.08.2023 12:00 (CET/CEST)","1895","1479","1143"
"BZN|BE","03.08.2023 12:00 - 03.08.2023 13:00 (CET/CEST)","2035","1392","1093"
"BZN|BE","03.08.2023 13:00 - 03.08.2023 14:00 (CET/CEST)","1900","930","1032"
"BZN|BE","03.08.2023 14:00 - 03.08.2023 15:00 (CET/CEST)","1915","920","891"
"BZN|BE","03.08.2023 15:00 - 03.08.2023 16:00 (CET/CEST)","1793","725","824"
"BZN|BE","03.08.2023 16:00 - 03.08.2023 17:00 (CET/CEST)","1685","467","694"
"BZN|BE","03.08.2023 17:00 - 03.08.2023 18:00 (CET/CEST)","1440","273","617"
"BZN|BE","03.08.2023 18:00 - 03.08.2023 19:00 (CET/CEST)","974","143","536"
"BZN|BE","03.08.2023 19:00 - 03.08.2023 20:00 (CET/CEST)","590","125","357"
"BZN|BE","03.08.2023 20:00 - 03.08.2023 21:00 (CET/CEST)","208","36","248"
"BZN|BE","03.08.2023 21:00 - 03.08.2023 22:00 (CET/CEST)","3","42","212"
"BZN|BE","03.08.2023 22:00 - 03.08.2023 23:00 (CET/CEST)","0","39","174"
"BZN|BE","03.08.2023 23:00 - 04.08.2023 00:00 (CET/CEST)","0","46","184"
"BZN|BE","04.08.2023 00:00 - 04.08.2023 01:00 (CET/CEST)","0","86","227"
"BZN|BE","04.08.2023 01:00 - 04.08.2023 02:00 (CET/CEST)","0","128","286"
"BZN|BE","04.08.2023 02:00 - 04.08.2023 03:00 (CET/CEST)","0","177","263"
"BZN|BE","04.08.2023 03:00 - 04.08.2023 04:00 (CET/CEST)","0","258","231"
"BZN|BE","04.08.2023 04:00 - 04.08.2023 05:00 (CET/CEST)","0","175","207"
"BZN|BE","04.08.2023 05:00 - 04.08.2023 06:00 (CET/CEST)","0","360","150"
"BZN|BE","04.08.2023 06:00 - 04.08.2023 07:00 (CET/CEST)","44","417","152"
"BZN|BE","04.08.2023 07:00 - 04.08.2023 08:00 (CET/CEST)","311","292","136"
"BZN|BE","04.08.2023 08:00 - 04.08.2023 09:00 (CET/CEST)","772","304","102"
"BZN|BE","04.08.2023 09:00 - 04.08.2023 10:00 (CET/CEST)","1311","210","107"
"BZN|BE","04.08.2023 10:00 - 04.08.2023 11:00 (CET/CEST)","2098","162","146"
"BZN|BE","04.08.2023 11:00 - 04.08.2023 12:00 (CET/CEST)","2863","161","195"
