"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|BE","11.07.2023 22:00 - 11.07.2023 23:00 (CET/CEST)","0","1270","516"
"BZN|BE","11.07.2023 23:00 - 12.07.2023 00:00 (CET/CEST)","0","964","445"
"BZN|BE","12.07.2023 00:00 - 12.07.2023 01:00 (CET/CEST)","0","1685","247"
"BZN|BE","12.07.2023 01:00 - 12.07.2023 02:00 (CET/CEST)","0","1691","278"
"BZN|BE","12.07.2023 02:00 - 12.07.2023 03:00 (CET/CEST)","0","1840","371"
"BZN|BE","12.07.2023 03:00 - 12.07.2023 04:00 (CET/CEST)","0","1838","544"
"BZN|BE","12.07.2023 04:00 - 12.07.2023 05:00 (CET/CEST)","0","1833","616"
"BZN|BE","12.07.2023 05:00 - 12.07.2023 06:00 (CET/CEST)","0","1658","718"
"BZN|BE","12.07.2023 06:00 - 12.07.2023 07:00 (CET/CEST)","118","1640","778"
"BZN|BE","12.07.2023 07:00 - 12.07.2023 08:00 (CET/CEST)","570","1343","713"
"BZN|BE","12.07.2023 08:00 - 12.07.2023 09:00 (CET/CEST)","1062","1051","802"
"BZN|BE","12.07.2023 09:00 - 12.07.2023 10:00 (CET/CEST)","1610","797","835"
"BZN|BE","12.07.2023 10:00 - 12.07.2023 11:00 (CET/CEST)","2569","755","880"
"BZN|BE","12.07.2023 11:00 - 12.07.2023 12:00 (CET/CEST)","3556","651","934"
"BZN|BE","12.07.2023 12:00 - 12.07.2023 13:00 (CET/CEST)","4089","1061","1007"
"BZN|BE","12.07.2023 13:00 - 12.07.2023 14:00 (CET/CEST)","4163","1519","1098"
"BZN|BE","12.07.2023 14:00 - 12.07.2023 15:00 (CET/CEST)","3995","1849","1077"
"BZN|BE","12.07.2023 15:00 - 12.07.2023 16:00 (CET/CEST)","3708","2000","1060"
"BZN|BE","12.07.2023 16:00 - 12.07.2023 17:00 (CET/CEST)","3374","2063","1104"
"BZN|BE","12.07.2023 17:00 - 12.07.2023 18:00 (CET/CEST)","2817","1984","1183"
"BZN|BE","12.07.2023 18:00 - 12.07.2023 19:00 (CET/CEST)","2057","2033","1202"
"BZN|BE","12.07.2023 19:00 - 12.07.2023 20:00 (CET/CEST)","1235","2033","1155"
"BZN|BE","12.07.2023 20:00 - 12.07.2023 21:00 (CET/CEST)","530","2026","979"
"BZN|BE","12.07.2023 21:00 - 12.07.2023 22:00 (CET/CEST)","77","2018","779"
"BZN|BE","12.07.2023 22:00 - 12.07.2023 23:00 (CET/CEST)","0","1863","650"
"BZN|BE","12.07.2023 23:00 - 13.07.2023 00:00 (CET/CEST)","0","1778","650"
"BZN|BE","13.07.2023 00:00 - 13.07.2023 01:00 (CET/CEST)","0","483","679"
"BZN|BE","13.07.2023 01:00 - 13.07.2023 02:00 (CET/CEST)","0","619","670"
"BZN|BE","13.07.2023 02:00 - 13.07.2023 03:00 (CET/CEST)","0","1087","626"
"BZN|BE","13.07.2023 03:00 - 13.07.2023 04:00 (CET/CEST)","0","1020","667"
"BZN|BE","13.07.2023 04:00 - 13.07.2023 05:00 (CET/CEST)","0","812","717"
"BZN|BE","13.07.2023 05:00 - 13.07.2023 06:00 (CET/CEST)","0","629","719"
"BZN|BE","13.07.2023 06:00 - 13.07.2023 07:00 (CET/CEST)","126","598","669"
"BZN|BE","13.07.2023 07:00 - 13.07.2023 08:00 (CET/CEST)","441","475","531"
"BZN|BE","13.07.2023 08:00 - 13.07.2023 09:00 (CET/CEST)","988","476","417"
"BZN|BE","13.07.2023 09:00 - 13.07.2023 10:00 (CET/CEST)","1816","472","424"
"BZN|BE","13.07.2023 10:00 - 13.07.2023 11:00 (CET/CEST)","2684","469","455"
"BZN|BE","13.07.2023 11:00 - 13.07.2023 12:00 (CET/CEST)","3303","631","552"
"BZN|BE","13.07.2023 12:00 - 13.07.2023 13:00 (CET/CEST)","3320","816","771"
"BZN|BE","13.07.2023 13:00 - 13.07.2023 14:00 (CET/CEST)","3190","881","829"
"BZN|BE","13.07.2023 14:00 - 13.07.2023 15:00 (CET/CEST)","2998","1236","793"
"BZN|BE","13.07.2023 15:00 - 13.07.2023 16:00 (CET/CEST)","3000","1386","728"
"BZN|BE","13.07.2023 16:00 - 13.07.2023 17:00 (CET/CEST)","2792","1597","616"
"BZN|BE","13.07.2023 17:00 - 13.07.2023 18:00 (CET/CEST)","2480","1512","491"
"BZN|BE","13.07.2023 18:00 - 13.07.2023 19:00 (CET/CEST)","1702","1778","408"
"BZN|BE","13.07.2023 19:00 - 13.07.2023 20:00 (CET/CEST)","955","1685","345"
"BZN|BE","13.07.2023 20:00 - 13.07.2023 21:00 (CET/CEST)","333","1871","237"
"BZN|BE","13.07.2023 21:00 - 13.07.2023 22:00 (CET/CEST)","36","1731","207"
"BZN|BE","13.07.2023 22:00 - 13.07.2023 23:00 (CET/CEST)","0","1523","191"
"BZN|BE","13.07.2023 23:00 - 14.07.2023 00:00 (CET/CEST)","0","1648","248"
"BZN|BE","14.07.2023 00:00 - 14.07.2023 01:00 (CET/CEST)","0","1424","291"
"BZN|BE","14.07.2023 01:00 - 14.07.2023 02:00 (CET/CEST)","0","1146","264"
"BZN|BE","14.07.2023 02:00 - 14.07.2023 03:00 (CET/CEST)","0","954","243"
"BZN|BE","14.07.2023 03:00 - 14.07.2023 04:00 (CET/CEST)","0","783","218"
"BZN|BE","14.07.2023 04:00 - 14.07.2023 05:00 (CET/CEST)","0","540","211"
"BZN|BE","14.07.2023 05:00 - 14.07.2023 06:00 (CET/CEST)","0","356","173"
"BZN|BE","14.07.2023 06:00 - 14.07.2023 07:00 (CET/CEST)","187","265","144"
"BZN|BE","14.07.2023 07:00 - 14.07.2023 08:00 (CET/CEST)","630","281","125"
"BZN|BE","14.07.2023 08:00 - 14.07.2023 09:00 (CET/CEST)","1192","253","84"
"BZN|BE","14.07.2023 09:00 - 14.07.2023 10:00 (CET/CEST)","2030","152","65"
"BZN|BE","14.07.2023 10:00 - 14.07.2023 11:00 (CET/CEST)","2836","182","71"
"BZN|BE","14.07.2023 11:00 - 14.07.2023 12:00 (CET/CEST)","3319","83","106"
"BZN|BE","14.07.2023 12:00 - 14.07.2023 13:00 (CET/CEST)","3805","112","200"
"BZN|BE","14.07.2023 13:00 - 14.07.2023 14:00 (CET/CEST)","3800","50","393"
"BZN|BE","14.07.2023 14:00 - 14.07.2023 15:00 (CET/CEST)","3446","119","538"
"BZN|BE","14.07.2023 15:00 - 14.07.2023 16:00 (CET/CEST)","2588","171","580"
"BZN|BE","14.07.2023 16:00 - 14.07.2023 17:00 (CET/CEST)","2626","192","529"
"BZN|BE","14.07.2023 17:00 - 14.07.2023 18:00 (CET/CEST)","2875","487","756"
"BZN|BE","14.07.2023 18:00 - 14.07.2023 19:00 (CET/CEST)","2055","488","816"
"BZN|BE","14.07.2023 19:00 - 14.07.2023 20:00 (CET/CEST)","785","633","856"
"BZN|BE","14.07.2023 20:00 - 14.07.2023 21:00 (CET/CEST)","265","821","538"
"BZN|BE","14.07.2023 21:00 - 14.07.2023 22:00 (CET/CEST)","35","643","643"
"BZN|BE","14.07.2023 22:00 - 14.07.2023 23:00 (CET/CEST)","0","586","1001"
"BZN|BE","14.07.2023 23:00 - 15.07.2023 00:00 (CET/CEST)","0","649","1329"
"BZN|BE","15.07.2023 00:00 - 15.07.2023 01:00 (CET/CEST)","0","903","1431"
"BZN|BE","15.07.2023 01:00 - 15.07.2023 02:00 (CET/CEST)","0","778","1234"
"BZN|BE","15.07.2023 02:00 - 15.07.2023 03:00 (CET/CEST)","0","1281","997"
"BZN|BE","15.07.2023 03:00 - 15.07.2023 04:00 (CET/CEST)","0","1560","882"
"BZN|BE","15.07.2023 04:00 - 15.07.2023 05:00 (CET/CEST)","0","1535","743"
"BZN|BE","15.07.2023 05:00 - 15.07.2023 06:00 (CET/CEST)","0","1550","627"
"BZN|BE","15.07.2023 06:00 - 15.07.2023 07:00 (CET/CEST)","133","1213","509"
"BZN|BE","15.07.2023 07:00 - 15.07.2023 08:00 (CET/CEST)","555","844","437"
"BZN|BE","15.07.2023 08:00 - 15.07.2023 09:00 (CET/CEST)","1139","707","473"
"BZN|BE","15.07.2023 09:00 - 15.07.2023 10:00 (CET/CEST)","1619","857","645"
"BZN|BE","15.07.2023 10:00 - 15.07.2023 11:00 (CET/CEST)","1601","1424","992"
"BZN|BE","15.07.2023 11:00 - 15.07.2023 12:00 (CET/CEST)","2180","1555","1145"
"BZN|BE","15.07.2023 12:00 - 15.07.2023 13:00 (CET/CEST)","3207","1140","1243"
"BZN|BE","15.07.2023 13:00 - 15.07.2023 14:00 (CET/CEST)","3392","1158","1441"
"BZN|BE","15.07.2023 14:00 - 15.07.2023 15:00 (CET/CEST)","3248","1512","1561"
"BZN|BE","15.07.2023 15:00 - 15.07.2023 16:00 (CET/CEST)","3201","1543","1310"
"BZN|BE","15.07.2023 16:00 - 15.07.2023 17:00 (CET/CEST)","2900","1811","1285"
"BZN|BE","15.07.2023 17:00 - 15.07.2023 18:00 (CET/CEST)","2516","1773","1475"
"BZN|BE","15.07.2023 18:00 - 15.07.2023 19:00 (CET/CEST)","1504","2011","1611"
"BZN|BE","15.07.2023 19:00 - 15.07.2023 20:00 (CET/CEST)","877","2060","1521"
"BZN|BE","15.07.2023 20:00 - 15.07.2023 21:00 (CET/CEST)","425","2092","1101"
"BZN|BE","15.07.2023 21:00 - 15.07.2023 22:00 (CET/CEST)","85","2046","857"
"BZN|BE","15.07.2023 22:00 - 15.07.2023 23:00 (CET/CEST)","0","2037","715"
"BZN|BE","15.07.2023 23:00 - 16.07.2023 00:00 (CET/CEST)","0","2049","753"
"BZN|BE","16.07.2023 00:00 - 16.07.2023 01:00 (CET/CEST)","0","2054","807"
"BZN|BE","16.07.2023 01:00 - 16.07.2023 02:00 (CET/CEST)","0","2057","963"
"BZN|BE","16.07.2023 02:00 - 16.07.2023 03:00 (CET/CEST)","0","2073","1204"
"BZN|BE","16.07.2023 03:00 - 16.07.2023 04:00 (CET/CEST)","0","2083","1357"
"BZN|BE","16.07.2023 04:00 - 16.07.2023 05:00 (CET/CEST)","0","2023","1471"
"BZN|BE","16.07.2023 05:00 - 16.07.2023 06:00 (CET/CEST)","0","2017","1563"
"BZN|BE","16.07.2023 06:00 - 16.07.2023 07:00 (CET/CEST)","173","2006","1557"
"BZN|BE","16.07.2023 07:00 - 16.07.2023 08:00 (CET/CEST)","760","1891","1584"
"BZN|BE","16.07.2023 08:00 - 16.07.2023 09:00 (CET/CEST)","1594","1751","1256"
"BZN|BE","16.07.2023 09:00 - 16.07.2023 10:00 (CET/CEST)","2458","1833","1321"
"BZN|BE","16.07.2023 10:00 - 16.07.2023 11:00 (CET/CEST)","2725","1834","1377"
"BZN|BE","16.07.2023 11:00 - 16.07.2023 12:00 (CET/CEST)","2575","1694","1593"
"BZN|BE","16.07.2023 12:00 - 16.07.2023 13:00 (CET/CEST)","2908","1697","1345"
"BZN|BE","16.07.2023 13:00 - 16.07.2023 14:00 (CET/CEST)","3343","1550","1141"
"BZN|BE","16.07.2023 14:00 - 16.07.2023 15:00 (CET/CEST)","3318","1607","877"
"BZN|BE","16.07.2023 15:00 - 16.07.2023 16:00 (CET/CEST)","2854","1649","898"
"BZN|BE","16.07.2023 16:00 - 16.07.2023 17:00 (CET/CEST)","2322","1635","831"
"BZN|BE","16.07.2023 17:00 - 16.07.2023 18:00 (CET/CEST)","1830","1953","715"
"BZN|BE","16.07.2023 18:00 - 16.07.2023 19:00 (CET/CEST)","1198","1910","581"
"BZN|BE","16.07.2023 19:00 - 16.07.2023 20:00 (CET/CEST)","624","1935","387"
"BZN|BE","16.07.2023 20:00 - 16.07.2023 21:00 (CET/CEST)","208","2023","271"
"BZN|BE","16.07.2023 21:00 - 16.07.2023 22:00 (CET/CEST)","15","1966","236"
"BZN|BE","16.07.2023 22:00 - 16.07.2023 23:00 (CET/CEST)","0","1960","287"
"BZN|BE","16.07.2023 23:00 - 17.07.2023 00:00 (CET/CEST)","0","1959","361"
"BZN|BE","17.07.2023 00:00 - 17.07.2023 01:00 (CET/CEST)","0","2007","489"
"BZN|BE","17.07.2023 01:00 - 17.07.2023 02:00 (CET/CEST)","0","1992","571"
"BZN|BE","17.07.2023 02:00 - 17.07.2023 03:00 (CET/CEST)","0","1995","509"
"BZN|BE","17.07.2023 03:00 - 17.07.2023 04:00 (CET/CEST)","0","2044","527"
"BZN|BE","17.07.2023 04:00 - 17.07.2023 05:00 (CET/CEST)","0","1987","615"
"BZN|BE","17.07.2023 05:00 - 17.07.2023 06:00 (CET/CEST)","0","1741","655"
"BZN|BE","17.07.2023 06:00 - 17.07.2023 07:00 (CET/CEST)","175","1432","692"
"BZN|BE","17.07.2023 07:00 - 17.07.2023 08:00 (CET/CEST)","753","1215","557"
"BZN|BE","17.07.2023 08:00 - 17.07.2023 09:00 (CET/CEST)","1626","1303","454"
"BZN|BE","17.07.2023 09:00 - 17.07.2023 10:00 (CET/CEST)","2538","1371","551"
"BZN|BE","17.07.2023 10:00 - 17.07.2023 11:00 (CET/CEST)","2995","1374","619"
"BZN|BE","17.07.2023 11:00 - 17.07.2023 12:00 (CET/CEST)","3111","1480","607"
"BZN|BE","17.07.2023 12:00 - 17.07.2023 13:00 (CET/CEST)","3260","1521","556"
"BZN|BE","17.07.2023 13:00 - 17.07.2023 14:00 (CET/CEST)","3542","1743","567"
"BZN|BE","17.07.2023 14:00 - 17.07.2023 15:00 (CET/CEST)","3493","1848","616"
"BZN|BE","17.07.2023 15:00 - 17.07.2023 16:00 (CET/CEST)","3296","1860","790"
"BZN|BE","17.07.2023 16:00 - 17.07.2023 17:00 (CET/CEST)","3183","1643","886"
"BZN|BE","17.07.2023 17:00 - 17.07.2023 18:00 (CET/CEST)","2938","1476","957"
"BZN|BE","17.07.2023 18:00 - 17.07.2023 19:00 (CET/CEST)","2184","1306","868"
"BZN|BE","17.07.2023 19:00 - 17.07.2023 20:00 (CET/CEST)","1295","1601","769"
"BZN|BE","17.07.2023 20:00 - 17.07.2023 21:00 (CET/CEST)","526","1595","476"
"BZN|BE","17.07.2023 21:00 - 17.07.2023 22:00 (CET/CEST)","46","1538","287"
"BZN|BE","17.07.2023 22:00 - 17.07.2023 23:00 (CET/CEST)","0","1067","271"
"BZN|BE","17.07.2023 23:00 - 18.07.2023 00:00 (CET/CEST)","0","863","265"
"BZN|BE","18.07.2023 00:00 - 18.07.2023 01:00 (CET/CEST)","0","691","215"
"BZN|BE","18.07.2023 01:00 - 18.07.2023 02:00 (CET/CEST)","0","517","167"
"BZN|BE","18.07.2023 02:00 - 18.07.2023 03:00 (CET/CEST)","0","294","178"
"BZN|BE","18.07.2023 03:00 - 18.07.2023 04:00 (CET/CEST)","0","258","211"
"BZN|BE","18.07.2023 04:00 - 18.07.2023 05:00 (CET/CEST)","0","244","213"
"BZN|BE","18.07.2023 05:00 - 18.07.2023 06:00 (CET/CEST)","0","117","203"
"BZN|BE","18.07.2023 06:00 - 18.07.2023 07:00 (CET/CEST)","181","96","188"
"BZN|BE","18.07.2023 07:00 - 18.07.2023 08:00 (CET/CEST)","779","128","161"
"BZN|BE","18.07.2023 08:00 - 18.07.2023 09:00 (CET/CEST)","1666","113","76"
"BZN|BE","18.07.2023 09:00 - 18.07.2023 10:00 (CET/CEST)","2532","89","41"
"BZN|BE","18.07.2023 10:00 - 18.07.2023 11:00 (CET/CEST)","2817","15","43"
"BZN|BE","18.07.2023 11:00 - 18.07.2023 12:00 (CET/CEST)","2914","","52"
"BZN|BE","18.07.2023 12:00 - 18.07.2023 13:00 (CET/CEST)","4472","","45"
"BZN|BE","18.07.2023 13:00 - 18.07.2023 14:00 (CET/CEST)","5503","","46"
"BZN|BE","18.07.2023 14:00 - 18.07.2023 15:00 (CET/CEST)","5473","","50"
"BZN|BE","18.07.2023 15:00 - 18.07.2023 16:00 (CET/CEST)","5110","","47"
"BZN|BE","18.07.2023 16:00 - 18.07.2023 17:00 (CET/CEST)","4361","","51"
"BZN|BE","18.07.2023 17:00 - 18.07.2023 18:00 (CET/CEST)","3225","","54"
"BZN|BE","18.07.2023 18:00 - 18.07.2023 19:00 (CET/CEST)","2029","","71"
"BZN|BE","18.07.2023 19:00 - 18.07.2023 20:00 (CET/CEST)","1101","","110"
"BZN|BE","18.07.2023 20:00 - 18.07.2023 21:00 (CET/CEST)","398","","124"
"BZN|BE","18.07.2023 21:00 - 18.07.2023 22:00 (CET/CEST)","35","","148"
"BZN|BE","18.07.2023 22:00 - 18.07.2023 23:00 (CET/CEST)","0","","146"
"BZN|BE","18.07.2023 23:00 - 19.07.2023 00:00 (CET/CEST)","0","5","107"
"BZN|BE","19.07.2023 00:00 - 19.07.2023 01:00 (CET/CEST)","0","32","49"
"BZN|BE","19.07.2023 01:00 - 19.07.2023 02:00 (CET/CEST)","0","146","44"
"BZN|BE","19.07.2023 02:00 - 19.07.2023 03:00 (CET/CEST)","0","492","47"
"BZN|BE","19.07.2023 03:00 - 19.07.2023 04:00 (CET/CEST)","0","576","68"
"BZN|BE","19.07.2023 04:00 - 19.07.2023 05:00 (CET/CEST)","0","397","138"
"BZN|BE","19.07.2023 05:00 - 19.07.2023 06:00 (CET/CEST)","0","576","174"
"BZN|BE","19.07.2023 06:00 - 19.07.2023 07:00 (CET/CEST)","71","628","204"
"BZN|BE","19.07.2023 07:00 - 19.07.2023 08:00 (CET/CEST)","399","477","230"
"BZN|BE","19.07.2023 08:00 - 19.07.2023 09:00 (CET/CEST)","920","308","200"
"BZN|BE","19.07.2023 09:00 - 19.07.2023 10:00 (CET/CEST)","1724","421","186"
"BZN|BE","19.07.2023 10:00 - 19.07.2023 11:00 (CET/CEST)","2645","347","255"
"BZN|BE","19.07.2023 11:00 - 19.07.2023 12:00 (CET/CEST)","3072","196","325"
"BZN|BE","19.07.2023 12:00 - 19.07.2023 13:00 (CET/CEST)","2865","126","468"
"BZN|BE","19.07.2023 13:00 - 19.07.2023 14:00 (CET/CEST)","2633","162","549"
"BZN|BE","19.07.2023 14:00 - 19.07.2023 15:00 (CET/CEST)","2591","277","571"
"BZN|BE","19.07.2023 15:00 - 19.07.2023 16:00 (CET/CEST)","2445","192","652"
"BZN|BE","19.07.2023 16:00 - 19.07.2023 17:00 (CET/CEST)","2025","393","699"
"BZN|BE","19.07.2023 17:00 - 19.07.2023 18:00 (CET/CEST)","1654","704","649"
"BZN|BE","19.07.2023 18:00 - 19.07.2023 19:00 (CET/CEST)","1245","1018","597"
"BZN|BE","19.07.2023 19:00 - 19.07.2023 20:00 (CET/CEST)","764","943","504"
"BZN|BE","19.07.2023 20:00 - 19.07.2023 21:00 (CET/CEST)","318","681","354"
"BZN|BE","19.07.2023 21:00 - 19.07.2023 22:00 (CET/CEST)","32","390","311"
"BZN|BE","19.07.2023 22:00 - 19.07.2023 23:00 (CET/CEST)","0","300","368"
"BZN|BE","19.07.2023 23:00 - 20.07.2023 00:00 (CET/CEST)","0","200","404"
"BZN|BE","20.07.2023 00:00 - 20.07.2023 01:00 (CET/CEST)","0","151","378"
"BZN|BE","20.07.2023 01:00 - 20.07.2023 02:00 (CET/CEST)","0","136","350"
"BZN|BE","20.07.2023 02:00 - 20.07.2023 03:00 (CET/CEST)","0","57","333"
"BZN|BE","20.07.2023 03:00 - 20.07.2023 04:00 (CET/CEST)","0","","256"
"BZN|BE","20.07.2023 04:00 - 20.07.2023 05:00 (CET/CEST)","0","","173"
"BZN|BE","20.07.2023 05:00 - 20.07.2023 06:00 (CET/CEST)","0","","109"
"BZN|BE","20.07.2023 06:00 - 20.07.2023 07:00 (CET/CEST)","85","","50"
"BZN|BE","20.07.2023 07:00 - 20.07.2023 08:00 (CET/CEST)","451","","24"
"BZN|BE","20.07.2023 08:00 - 20.07.2023 09:00 (CET/CEST)","1095","","7"
"BZN|BE","20.07.2023 09:00 - 20.07.2023 10:00 (CET/CEST)","1815","","4"
"BZN|BE","20.07.2023 10:00 - 20.07.2023 11:00 (CET/CEST)","2656","","4"
"BZN|BE","20.07.2023 11:00 - 20.07.2023 12:00 (CET/CEST)","3294","","4"
"BZN|BE","20.07.2023 12:00 - 20.07.2023 13:00 (CET/CEST)","3276","","6"
"BZN|BE","20.07.2023 13:00 - 20.07.2023 14:00 (CET/CEST)","2967","","16"
"BZN|BE","20.07.2023 14:00 - 20.07.2023 15:00 (CET/CEST)","2613","","26"
"BZN|BE","20.07.2023 15:00 - 20.07.2023 16:00 (CET/CEST)","2005","","53"
"BZN|BE","20.07.2023 16:00 - 20.07.2023 17:00 (CET/CEST)","1774","","78"
"BZN|BE","20.07.2023 17:00 - 20.07.2023 18:00 (CET/CEST)","1453","","102"
"BZN|BE","20.07.2023 18:00 - 20.07.2023 19:00 (CET/CEST)","1123","","134"
"BZN|BE","20.07.2023 19:00 - 20.07.2023 20:00 (CET/CEST)","779","","255"
"BZN|BE","20.07.2023 20:00 - 20.07.2023 21:00 (CET/CEST)","357","","234"
"BZN|BE","20.07.2023 21:00 - 20.07.2023 22:00 (CET/CEST)","43","","71"
"BZN|BE","20.07.2023 22:00 - 20.07.2023 23:00 (CET/CEST)","0","","48"
"BZN|BE","20.07.2023 23:00 - 21.07.2023 00:00 (CET/CEST)","0","","38"
"BZN|BE","21.07.2023 00:00 - 21.07.2023 01:00 (CET/CEST)","0","","26"
"BZN|BE","21.07.2023 01:00 - 21.07.2023 02:00 (CET/CEST)","0","","13"
"BZN|BE","21.07.2023 02:00 - 21.07.2023 03:00 (CET/CEST)","0","","16"
"BZN|BE","21.07.2023 03:00 - 21.07.2023 04:00 (CET/CEST)","0","","20"
"BZN|BE","21.07.2023 04:00 - 21.07.2023 05:00 (CET/CEST)","0","","20"
"BZN|BE","21.07.2023 05:00 - 21.07.2023 06:00 (CET/CEST)","0","","20"
"BZN|BE","21.07.2023 06:00 - 21.07.2023 07:00 (CET/CEST)","117","","18"
"BZN|BE","21.07.2023 07:00 - 21.07.2023 08:00 (CET/CEST)","583","7","27"
"BZN|BE","21.07.2023 08:00 - 21.07.2023 09:00 (CET/CEST)","1194","72","33"
"BZN|BE","21.07.2023 09:00 - 21.07.2023 10:00 (CET/CEST)","1910","127","32"
"BZN|BE","21.07.2023 10:00 - 21.07.2023 11:00 (CET/CEST)","2661","164","78"
"BZN|BE","21.07.2023 11:00 - 21.07.2023 12:00 (CET/CEST)","2929","270","257"
"BZN|BE","21.07.2023 12:00 - 21.07.2023 13:00 (CET/CEST)","3140","276","313"
"BZN|BE","21.07.2023 13:00 - 21.07.2023 14:00 (CET/CEST)","3217","392","485"
"BZN|BE","21.07.2023 14:00 - 21.07.2023 15:00 (CET/CEST)","3157","321","745"
"BZN|BE","21.07.2023 15:00 - 21.07.2023 16:00 (CET/CEST)","3453","254","617"
"BZN|BE","21.07.2023 16:00 - 21.07.2023 17:00 (CET/CEST)","3512","341","590"
"BZN|BE","21.07.2023 17:00 - 21.07.2023 18:00 (CET/CEST)","2958","416","496"
"BZN|BE","21.07.2023 18:00 - 21.07.2023 19:00 (CET/CEST)","2048","684","440"
"BZN|BE","21.07.2023 19:00 - 21.07.2023 20:00 (CET/CEST)","1052","725","358"
"BZN|BE","21.07.2023 20:00 - 21.07.2023 21:00 (CET/CEST)","370","341","253"
"BZN|BE","21.07.2023 21:00 - 21.07.2023 22:00 (CET/CEST)","28","130","173"
"BZN|BE","21.07.2023 22:00 - 21.07.2023 23:00 (CET/CEST)","0","83","151"
"BZN|BE","21.07.2023 23:00 - 22.07.2023 00:00 (CET/CEST)","0","58","178"
"BZN|BE","22.07.2023 00:00 - 22.07.2023 01:00 (CET/CEST)","0","8","190"
"BZN|BE","22.07.2023 01:00 - 22.07.2023 02:00 (CET/CEST)","0","33","207"
"BZN|BE","22.07.2023 02:00 - 22.07.2023 03:00 (CET/CEST)","0","100","252"
"BZN|BE","22.07.2023 03:00 - 22.07.2023 04:00 (CET/CEST)","0","209","311"
"BZN|BE","22.07.2023 04:00 - 22.07.2023 05:00 (CET/CEST)","0","310","345"
"BZN|BE","22.07.2023 05:00 - 22.07.2023 06:00 (CET/CEST)","0","398","384"
"BZN|BE","22.07.2023 06:00 - 22.07.2023 07:00 (CET/CEST)","112","327","430"
"BZN|BE","22.07.2023 07:00 - 22.07.2023 08:00 (CET/CEST)","564","413","385"
"BZN|BE","22.07.2023 08:00 - 22.07.2023 09:00 (CET/CEST)","1115","722","294"
"BZN|BE","22.07.2023 09:00 - 22.07.2023 10:00 (CET/CEST)","1780","770","316"
"BZN|BE","22.07.2023 10:00 - 22.07.2023 11:00 (CET/CEST)","2783","836","493"
"BZN|BE","22.07.2023 11:00 - 22.07.2023 12:00 (CET/CEST)","3633","741","523"
"BZN|BE","22.07.2023 12:00 - 22.07.2023 13:00 (CET/CEST)","4022","712","660"
"BZN|BE","22.07.2023 13:00 - 22.07.2023 14:00 (CET/CEST)","3709","915","792"
"BZN|BE","22.07.2023 14:00 - 22.07.2023 15:00 (CET/CEST)","3306","1231","820"
"BZN|BE","22.07.2023 15:00 - 22.07.2023 16:00 (CET/CEST)","2630","1786","899"
"BZN|BE","22.07.2023 16:00 - 22.07.2023 17:00 (CET/CEST)","1864","2000","1143"
"BZN|BE","22.07.2023 17:00 - 22.07.2023 18:00 (CET/CEST)","1307","2083","1055"
"BZN|BE","22.07.2023 18:00 - 22.07.2023 19:00 (CET/CEST)","889","1844","787"
"BZN|BE","22.07.2023 19:00 - 22.07.2023 20:00 (CET/CEST)","501","1947","487"
"BZN|BE","22.07.2023 20:00 - 22.07.2023 21:00 (CET/CEST)","157","2007","328"
"BZN|BE","22.07.2023 21:00 - 22.07.2023 22:00 (CET/CEST)","7","2023","206"
"BZN|BE","22.07.2023 22:00 - 22.07.2023 23:00 (CET/CEST)","0","1788","218"
"BZN|BE","22.07.2023 23:00 - 23.07.2023 00:00 (CET/CEST)","0","1468","245"
"BZN|BE","23.07.2023 00:00 - 23.07.2023 01:00 (CET/CEST)","0","1606","351"
"BZN|BE","23.07.2023 01:00 - 23.07.2023 02:00 (CET/CEST)","0","1355","679"
"BZN|BE","23.07.2023 02:00 - 23.07.2023 03:00 (CET/CEST)","0","1453","1007"
"BZN|BE","23.07.2023 03:00 - 23.07.2023 04:00 (CET/CEST)","0","1566","1154"
"BZN|BE","23.07.2023 04:00 - 23.07.2023 05:00 (CET/CEST)","0","1753","1173"
"BZN|BE","23.07.2023 05:00 - 23.07.2023 06:00 (CET/CEST)","0","1677","1278"
"BZN|BE","23.07.2023 06:00 - 23.07.2023 07:00 (CET/CEST)","35","1641","1367"
"BZN|BE","23.07.2023 07:00 - 23.07.2023 08:00 (CET/CEST)","184","1616","1506"
"BZN|BE","23.07.2023 08:00 - 23.07.2023 09:00 (CET/CEST)","388","1641","1667"
"BZN|BE","23.07.2023 09:00 - 23.07.2023 10:00 (CET/CEST)","601","1545","1709"
"BZN|BE","23.07.2023 10:00 - 23.07.2023 11:00 (CET/CEST)","887","1555","1638"
"BZN|BE","23.07.2023 11:00 - 23.07.2023 12:00 (CET/CEST)","1282","1582","1641"
"BZN|BE","23.07.2023 12:00 - 23.07.2023 13:00 (CET/CEST)","1635","1557","1598"
"BZN|BE","23.07.2023 13:00 - 23.07.2023 14:00 (CET/CEST)","1992","1512","1410"
"BZN|BE","23.07.2023 14:00 - 23.07.2023 15:00 (CET/CEST)","2287","1443","1397"
"BZN|BE","23.07.2023 15:00 - 23.07.2023 16:00 (CET/CEST)","2237","1313","1286"
"BZN|BE","23.07.2023 16:00 - 23.07.2023 17:00 (CET/CEST)","2099","1541","1317"
"BZN|BE","23.07.2023 17:00 - 23.07.2023 18:00 (CET/CEST)","1154","2012","1394"
